method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,2,5,6,bo_r02_005_tl75_dt123_ge26_qr40_tau78,75,123,26,0.4,0.78,1041.92,312.23,975.58,596.16,0.00,PASS,,recovery_timeout,True,False,0,771,1,95,878455.77,207829.04,1549082.50,,,,,,,,,,,,,,,,,,975.58,,,
BO,20260607,2,6,6,bo_r02_006_tl108_dt47_ge23_qr15_tau70,108,47,23,0.15,0.7,0.00,493.75,1000044.89,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2035,1,26,964953.11,304192.47,1625713.74,,,,,,,,,,,,,,,,,,44.89,,,
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,0.00,499.84,1000045.44,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2857,1,46,884210.31,141610.45,1626810.17,,,,,,,,,,,,,,,,,,45.44,,,
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,0.00,494.92,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1338,1,20,993388.59,464813.28,1521963.90,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,3,3,6,bo_r03_003_tl1_dt76_ge49_qr33_tau80,1,76,49,0.33,0.8,0.00,482.64,1000043.88,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1649,1,20,937664.02,634115.42,1241212.63,,,,,,,,,,,,,,,,,,43.88,,,
BO,20260607,3,4,6,bo_r03_004_tl27_dt38_ge13_qr63_tau70,27,38,13,0.63,0.7,0.00,497.85,1000045.26,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2312,1,31,1049192.17,486904.37,1611479.97,,,,,,,,,,,,,,,,,,45.26,,,
BO,20260607,3,5,6,bo_r03_005_tl65_dt18_ge27_qr88_tau89,65,18,27,0.88,0.89,0.00,490.54,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3608,1,14,787533.68,-71721.68,1646789.05,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,3,6,6,bo_r03_006_tl40_dt213_ge31_qr40_tau70,40,213,31,0.4,0.7,1093.92,319.04,1023.48,596.16,0.00,PASS,,recovery_detected,True,False,0,709,1,89,390459.40,-483618.99,1264537.79,,,,,,,,,,,,,,,,,,1023.48,,,
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,0.00,495.25,1000045.02,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,989,1,20,1042720.64,612388.12,1473053.16,,,,,,,,,,,,,,,,,,45.02,,,
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,0.00,491.51,1000044.68,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2909,1,19,909379.21,181732.16,1637026.26,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,4,3,6,bo_r04_003_tl68_dt207_ge1_qr84_tau82,68,207,1,0.84,0.82,636.92,302.67,606.53,596.16,0.00,PASS,,recovery_timeout,True,False,0,1528,1,165,780590.07,-47948.77,1609128.90,,,,,,,,,,,,,,,,,,606.53,,,
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,708.92,299.64,671.71,596.16,0.00,PASS,,recovery_timeout,True,False,0,719,1,95,713675.98,1845.66,1425506.30,,,,,,,,,,,,,,,,,,671.71,,,
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,0.00,483.71,1000043.97,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,506,1,38,828073.18,23230.84,1632915.52,,,,,,,,,,,,,,,,,,43.97,,,
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,0.00,490.46,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3642,0,10,794742.19,-41385.78,1630870.16,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,0.00,494.90,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2284,1,21,1028289.91,607853.77,1448726.04,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,5,2,6,bo_r05_002_tl59_dt170_ge9_qr25_tau77,59,170,9,0.25,0.77,614.92,302.46,586.51,586.51,0.00,PASS,,recovery_timeout,True,False,0,896,1,108,683975.42,149575.47,1218375.37,,,,,,,,,,,,,,,,,,586.51,,,
BO,20260607,5,3,6,bo_r05_003_tl86_dt37_ge15_qr94_tau90,86,37,15,0.94,0.9,0.00,489.64,1000044.51,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2695,0,30,1011306.25,616512.62,1406099.87,,,,,,,,,,,,,,,,,,44.51,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,0.00,499.51,1000045.41,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2068,1,16,994237.53,844474.32,1144000.74,,,,,,,,,,,,,,,,,,45.41,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,914.92,294.90,858.55,586.51,0.00,PASS,,recovery_detected,True,False,0,634,0,69,505872.07,-21626.23,1033370.37,,,,,,,,,,,,,,,,,,858.55,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,0.00,450.36,1000040.94,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,311,1,54,761814.78,502484.50,1021145.05,,,,,,,,,,,,,,,,,,40.94,,,
BO,20260607,6,1,6,bo_r06_001_tl37_dt28_ge3_qr1_tau72,37,28,3,0.01,0.72,0.00,491.51,1000044.68,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2916,1,41,777898.14,32238.03,1523558.26,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,6,2,6,bo_r06_002_tl102_dt145_ge40_qr25_tau77,102,145,40,0.25,0.77,968.92,301.61,908.26,586.51,0.00,PASS,,recovery_timeout,True,False,0,548,1,74,566213.94,298130.16,834297.72,,,,,,,,,,,,,,,,,,908.26,,,
BO,20260607,6,3,6,bo_r06_003_tl11_dt134_ge17_qr24_tau80,11,134,17,0.24,0.8,725.92,297.07,686.93,586.51,0.00,PASS,,recovery_timeout,True,False,0,1382,1,93,665774.43,333283.14,998265.73,,,,,,,,,,,,,,,,,,686.93,,,
BO,20260607,6,4,6,bo_r06_004_tl22_dt213_ge0_qr82_tau77,22,213,0,0.82,0.77,0.00,462.05,1000042.00,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1198,1,107,-79581.29,-309932.58,150770.00,,,,,,,,,,,,,,,,,,42.00,,,
BO,20260607,6,5,6,bo_r06_005_tl67_dt81_ge39_qr81_tau85,67,81,39,0.81,0.85,995.92,305.87,933.19,586.51,0.00,PASS,,recovery_timeout,True,False,0,817,1,73,993294.07,509465.98,1477122.16,,,,,,,,,,,,,,,,,,933.19,,,
BO,20260607,6,6,6,bo_r06_006_tl17_dt9_ge0_qr89_tau86,17,9,0,0.89,0.86,0.00,467.32,1000042.48,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,5197,1,24,986457.07,660051.62,1312862.51,,,,,,,,,,,,,,,,,,42.48,,,
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,319.92,388.94,326.19,326.19,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,715162.29,-157280.64,1587605.22,,,,,,,,,,,,,,,,,,326.19,,,
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,0.00,490.36,1000044.58,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,283,1,21,730815.89,-162441.60,1624073.37,,,,,,,,,,,,,,,,,,44.58,,,
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,861.92,304.49,811.24,326.19,0.00,PASS,,recovery_timeout,True,False,0,908,1,129,368988.84,-497022.64,1235000.33,,,,,,,,,,,,,,,,,,811.24,,,
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,0.00,490.94,1000044.63,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3724,1,10,871439.60,103212.10,1639667.09,,,,,,,,,,,,,,,,,,44.63,,,
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,1458.92,330.33,1356.32,326.19,0.00,PASS,,recovery_detected,True,False,0,769,1,119,1105954.01,773513.34,1438394.67,,,,,,,,,,,,,,,,,,1356.32,,,
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,910.92,304.60,855.80,326.19,0.00,PASS,,recovery_detected,True,False,0,929,1,119,463094.53,-384632.38,1310821.45,,,,,,,,,,,,,,,,,,855.80,,,
BO,20260607,8,1,6,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,0.00,484.49,1000044.04,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,350,1,29,762791.26,-24912.29,1550494.80,,,,,,,,,,,,,,,,,,44.04,,,
BO,20260607,8,2,6,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,0.00,443.71,1000040.34,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2191,1,104,849804.22,118011.10,1581597.34,,,,,,,,,,,,,,,,,,40.34,,,
BO,20260607,8,3,6,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,0.00,478.89,1000043.54,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,172,1,27,238084.51,-447276.02,923445.05,,,,,,,,,,,,,,,,,,43.54,,,
BO,20260607,8,4,6,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,886.92,304.94,834.01,326.19,0.00,PASS,,recovery_detected,True,False,0,532,1,72,481620.38,-342839.61,1306080.37,,,,,,,,,,,,,,,,,,834.01,,,
BO,20260607,8,5,6,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,0.00,496.31,1000045.12,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,270,1,21,475276.20,-380761.32,1331313.72,,,,,,,,,,,,,,,,,,45.12,,,
BO,20260607,8,6,6,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,0.00,498.16,1000045.29,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,541,1,28,895579.09,188830.85,1602327.34,,,,,,,,,,,,,,,,,,45.29,,,
BO,20260607,9,1,6,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,0.00,485.46,1000044.13,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3570,1,17,903758.78,154535.46,1652982.09,,,,,,,,,,,,,,,,,,44.13,,,
BO,20260607,9,2,6,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,1057.92,310.71,989.99,326.19,0.00,PASS,,recovery_detected,True,False,0,1341,1,147,723168.99,-64644.29,1510982.28,,,,,,,,,,,,,,,,,,989.99,,,
BO,20260607,9,3,6,bo_r09_003_tl42_dt159_ge27_qr57_tau83,42,159,27,0.57,0.83,981.92,301.89,920.10,326.19,0.00,PASS,,recovery_timeout,True,False,0,722,1,90,219151.69,-519815.68,958119.06,,,,,,,,,,,,,,,,,,920.10,,,
BO,20260607,9,4,6,bo_r09_004_tl102_dt211_ge3_qr0_tau84,102,211,3,0.0,0.84,717.92,296.90,679.65,326.19,0.00,PASS,,recovery_timeout,True,False,0,1319,1,162,26007.06,-701786.98,753801.10,,,,,,,,,,,,,,,,,,679.65,,,
BO,20260607,9,5,6,bo_r09_005_tl34_dt45_ge45_qr95_tau90,34,45,45,0.95,0.9,0.00,496.63,1000045.15,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1715,0,16,1038407.64,444152.25,1632663.02,,,,,,,,,,,,,,,,,,45.15,,,
BO,20260607,9,6,6,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,0.00,444.71,1000040.43,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1127,1,94,704666.42,-55858.05,1465190.89,,,,,,,,,,,,,,,,,,40.43,,,
BO,20260607,10,1,6,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,0.00,486.06,1000044.19,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2956,0,18,990482.44,515120.99,1465843.88,,,,,,,,,,,,,,,,,,44.19,,,
BO,20260607,10,2,6,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,861.92,305.96,811.38,326.19,0.00,PASS,,recovery_detected,True,False,0,1136,1,112,-68118.41,-577414.76,441177.95,,,,,,,,,,,,,,,,,,811.38,,,
BO,20260607,10,3,6,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,1156.92,322.77,1081.09,326.19,0.00,PASS,,recovery_detected,True,False,0,716,1,88,936915.58,358377.87,1515453.28,,,,,,,,,,,,,,,,,,1081.09,,,
BO,20260607,10,4,6,bo_r10_004_tl66_dt53_ge41_qr27_tau85,66,53,41,0.27,0.85,0.00,498.67,1000045.33,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,848,1,21,593202.62,219195.78,967209.46,,,,,,,,,,,,,,,,,,45.33,,,
BO,20260607,10,5,6,bo_r10_005_tl85_dt211_ge25_qr2_tau81,85,211,25,0.02,0.81,0.00,418.85,1000038.08,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,365,1,60,445783.09,-408103.71,1299669.88,,,,,,,,,,,,,,,,,,38.08,,,
BO,20260607,10,6,6,bo_r10_006_tl92_dt188_ge2_qr19_tau88,92,188,2,0.19,0.88,755.92,304.70,714.90,326.19,0.00,PASS,,recovery_timeout,True,False,0,1505,1,177,-7803.36,-479396.52,463789.81,,,,,,,,,,,,,,,,,,714.90,,,
