method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,21,6,6,bo_r21_006_tl39_dt18_ge43_qr99_tau88,39,18,43,0.99,0.88,157.70,91.20,221.66,78.34,364.97,1.01,1.01,0.27,0.19,0.24,0.20,1.01,0.55,1.01,0.41,0.00995515,5,0.953485
BO,20260607,22,1,6,bo_r22_001_tl81_dt78_ge50_qr80_tau90,81,78,50,0.8,0.9,207.53,91.20,220.51,79.06,361.95,1.03,1.03,0.31,0.21,0.25,0.22,1.03,0.56,1.03,0.43,0.02520086,5,1.000000
BO,20260607,22,2,6,bo_r22_002_tl102_dt228_ge48_qr91_tau89,102,228,48,0.91,0.89,283.59,91.20,220.51,79.06,361.95,1.03,1.03,0.33,0.22,0.26,0.22,1.03,0.56,1.03,0.43,0.02520086,5,1.000000
BO,20260607,22,3,6,bo_r22_003_tl103_dt53_ge50_qr97_tau89,103,53,50,0.97,0.89,140.48,91.20,220.51,79.06,361.95,1.03,1.03,0.35,0.24,0.28,0.24,1.03,0.60,1.03,0.45,0.02520086,5,1.000000
BO,20260607,22,4,6,bo_r22_004_tl108_dt7_ge39_qr77_tau90,108,7,39,0.77,0.9,160.08,91.20,220.51,79.06,361.95,1.03,1.03,0.34,0.23,0.27,0.23,1.03,0.57,1.03,0.44,0.02520086,5,1.000000
BO,20260607,22,5,6,bo_r22_005_tl100_dt38_ge48_qr89_tau83,100,38,48,0.89,0.83,134.22,91.20,220.51,79.06,361.95,1.02,1.02,0.33,0.22,0.26,0.22,1.02,0.54,1.02,0.43,0.01682324,5,0.991657
BO,20260607,22,6,6,bo_r22_006_tl104_dt157_ge23_qr98_tau90,104,157,23,0.98,0.9,185.24,91.20,220.51,79.06,361.95,1.01,1.01,0.31,0.21,0.25,0.21,1.01,0.54,1.01,0.42,0.00934966,5,0.984274
BO,20260607,23,1,6,bo_r23_001_tl106_dt177_ge42_qr81_tau90,106,177,42,0.81,0.9,263.49,91.20,218.90,78.35,359.45,1.05,1.05,0.33,0.22,0.26,0.22,1.05,0.56,1.05,0.44,0.04635466,5,1.000000
BO,20260607,23,2,6,bo_r23_002_tl108_dt51_ge47_qr92_tau85,108,51,47,0.92,0.85,152.19,91.20,218.90,78.35,359.45,1.05,1.05,0.35,0.23,0.27,0.23,1.05,0.57,1.05,0.45,0.04635466,5,1.000000
BO,20260607,23,3,6,bo_r23_003_tl113_dt39_ge21_qr95_tau89,113,39,21,0.95,0.89,133.95,91.20,218.90,78.35,359.45,1.05,1.05,0.33,0.22,0.26,0.22,1.05,0.56,1.05,0.44,0.04635466,5,1.000000
BO,20260607,23,4,6,bo_r23_004_tl120_dt95_ge41_qr88_tau90,120,95,41,0.88,0.9,132.44,91.20,218.90,78.35,359.45,1.05,1.05,0.36,0.24,0.28,0.24,1.05,0.60,1.05,0.46,0.04635466,5,1.000000
BO,20260607,23,5,6,bo_r23_005_tl119_dt229_ge39_qr97_tau86,119,229,39,0.97,0.86,253.00,91.20,218.90,78.35,359.45,1.04,1.04,0.34,0.22,0.26,0.22,1.04,0.55,1.04,0.44,0.04317009,5,0.996820
BO,20260607,23,6,6,bo_r23_006_tl78_dt191_ge38_qr99_tau89,78,191,38,0.99,0.89,279.58,91.20,218.90,78.35,359.45,1.02,1.02,0.30,0.20,0.25,0.21,1.02,0.55,1.02,0.42,0.01597742,5,0.970080
BO,20260607,24,1,6,bo_r24_001_tl98_dt27_ge49_qr100_tau82,98,27,49,1.0,0.82,132.79,91.20,218.18,78.13,358.24,1.05,1.05,0.34,0.23,0.27,0.23,1.05,0.57,1.05,0.45,0.05232230,5,1.000000
BO,20260607,24,2,6,bo_r24_002_tl111_dt25_ge47_qr67_tau88,111,25,47,0.67,0.88,132.38,91.20,218.18,78.13,358.24,1.05,1.05,0.35,0.23,0.27,0.23,1.05,0.56,1.05,0.45,0.05232230,5,1.000000
BO,20260607,24,3,6,bo_r24_003_tl120_dt18_ge44_qr96_tau81,120,18,44,0.96,0.81,158.49,91.20,218.18,78.13,358.24,1.05,1.05,0.36,0.24,0.27,0.23,1.05,0.56,1.05,0.45,0.05232230,5,1.000000
BO,20260607,24,4,6,bo_r24_004_tl107_dt47_ge20_qr94_tau89,107,47,20,0.94,0.89,240.27,91.20,218.18,78.13,358.24,1.04,1.04,0.33,0.22,0.26,0.22,1.04,0.55,1.04,0.44,0.04070757,5,0.988452
BO,20260607,24,5,6,bo_r24_005_tl97_dt103_ge26_qr90_tau90,97,103,26,0.9,0.9,180.78,91.20,218.18,78.13,358.24,1.03,1.03,0.31,0.21,0.25,0.22,1.03,0.55,1.03,0.43,0.02907045,5,0.977016
BO,20260607,24,6,6,bo_r24_006_tl118_dt14_ge29_qr94_tau83,118,14,29,0.94,0.83,139.90,91.20,218.18,78.13,358.24,1.03,1.03,0.34,0.22,0.26,0.22,1.03,0.54,1.03,0.44,0.03176573,5,0.979653
BO,20260607,25,1,6,bo_r25_001_tl94_dt17_ge36_qr84_tau89,94,17,36,0.84,0.89,152.21,91.20,215.93,76.37,355.50,1.12,1.12,0.35,0.23,0.28,0.24,1.12,0.60,1.12,0.47,0.11224969,5,1.000000
BO,20260607,25,2,6,bo_r25_002_tl98_dt123_ge30_qr96_tau90,98,123,30,0.96,0.9,267.69,91.20,215.93,76.37,355.50,1.12,1.12,0.34,0.23,0.28,0.24,1.12,0.60,1.12,0.47,0.11224969,5,1.000000
BO,20260607,25,3,6,bo_r25_003_tl101_dt169_ge37_qr100_tau89,101,169,37,1.0,0.89,383.33,91.20,215.93,76.37,355.50,1.12,1.12,0.35,0.24,0.28,0.24,1.12,0.61,1.12,0.47,0.11224969,5,1.000000
BO,20260607,25,4,6,bo_r25_004_tl99_dt54_ge33_qr97_tau86,99,54,33,0.97,0.86,225.66,91.20,215.93,76.37,355.50,1.11,1.11,0.35,0.23,0.27,0.23,1.11,0.59,1.11,0.46,0.10129316,5,0.989103
BO,20260607,25,5,6,bo_r25_005_tl119_dt130_ge46_qr56_tau89,119,130,46,0.56,0.89,190.02,91.20,215.93,76.37,355.50,1.10,1.10,0.37,0.24,0.28,0.24,1.10,0.57,1.10,0.47,0.09260136,5,0.980543
BO,20260607,25,6,6,bo_r25_006_tl53_dt26_ge42_qr95_tau88,53,26,42,0.95,0.88,133.64,91.20,215.93,76.37,355.50,1.08,1.08,0.30,0.21,0.26,0.22,1.08,0.59,1.08,0.44,0.07443291,5,0.962889
BO,20260607,26,1,6,bo_r26_001_tl103_dt161_ge48_qr87_tau90,103,161,48,0.87,0.9,283.59,91.20,216.31,75.66,356.96,1.15,1.15,0.38,0.25,0.30,0.25,1.15,0.64,1.15,0.49,0.14035048,5,1.000000
BO,20260607,26,2,6,bo_r26_002_tl117_dt28_ge46_qr100_tau90,117,28,46,1.0,0.9,161.43,91.20,216.31,75.66,356.96,1.15,1.15,0.42,0.28,0.32,0.28,1.15,0.70,1.15,0.52,0.14035048,5,1.000000
BO,20260607,26,3,6,bo_r26_003_tl101_dt98_ge39_qr80_tau87,101,98,39,0.8,0.87,452.74,91.20,216.31,75.66,356.96,1.12,1.12,0.35,0.24,0.28,0.24,1.12,0.59,1.12,0.47,0.11047417,5,0.970566
BO,20260607,26,4,6,bo_r26_004_tl109_dt6_ge48_qr65_tau84,109,6,48,0.65,0.84,174.03,91.20,216.31,75.66,356.96,1.12,1.12,0.37,0.25,0.29,0.24,1.12,0.58,1.12,0.47,0.10912623,5,0.969258
BO,20260607,26,5,6,bo_r26_005_tl112_dt27_ge47_qr59_tau86,112,27,47,0.59,0.86,134.60,91.20,216.31,75.66,356.96,1.12,1.12,0.38,0.25,0.29,0.24,1.12,0.58,1.12,0.48,0.11322524,5,0.973239
BO,20260607,26,6,6,bo_r26_006_tl105_dt71_ge46_qr61_tau87,105,71,46,0.61,0.87,237.91,91.20,216.31,75.66,356.96,1.11,1.11,0.36,0.24,0.28,0.24,1.11,0.58,1.11,0.47,0.10148013,5,0.961875
BO,20260607,27,1,6,bo_r27_001_tl91_dt43_ge31_qr98_tau88,91,43,31,0.98,0.88,176.59,91.20,217.25,73.03,361.47,1.27,1.27,0.38,0.26,0.31,0.27,1.27,0.68,1.27,0.53,0.23653158,5,0.995999
BO,20260607,27,2,6,bo_r27_002_tl114_dt90_ge27_qr99_tau90,114,90,27,0.99,0.9,259.09,91.20,217.25,73.03,361.47,1.27,1.27,0.42,0.28,0.33,0.28,1.27,0.71,1.27,0.55,0.24054043,5,1.000000
BO,20260607,27,3,6,bo_r27_003_tl118_dt181_ge27_qr99_tau88,118,181,27,0.99,0.88,209.70,91.20,217.25,73.03,361.47,1.27,1.27,0.41,0.27,0.32,0.27,1.27,0.67,1.27,0.53,0.23619658,5,0.995666
BO,20260607,27,4,6,bo_r27_004_tl119_dt165_ge31_qr86_tau89,119,165,31,0.86,0.89,288.71,91.20,217.25,73.03,361.47,1.26,1.26,0.41,0.27,0.32,0.27,1.26,0.67,1.26,0.53,0.23499475,5,0.994470
BO,20260607,27,5,6,bo_r27_005_tl93_dt44_ge36_qr75_tau90,93,44,36,0.75,0.9,168.46,91.20,217.25,73.03,361.47,1.25,1.25,0.39,0.26,0.31,0.26,1.25,0.67,1.25,0.52,0.22264770,5,0.982266
BO,20260607,27,6,6,bo_r27_006_tl101_dt55_ge47_qr56_tau90,101,55,47,0.56,0.9,168.67,91.20,217.25,73.03,361.47,1.25,1.25,0.40,0.27,0.31,0.27,1.25,0.66,1.25,0.53,0.22382194,5,0.983420
BO,20260607,28,1,6,bo_r28_001_tl113_dt189_ge41_qr86_tau89,113,189,41,0.86,0.89,226.98,91.20,217.05,74.41,359.69,1.21,1.21,0.39,0.26,0.31,0.26,1.21,0.65,1.21,0.51,0.18933332,5,1.000000
BO,20260607,28,2,6,bo_r28_002_tl121_dt22_ge35_qr100_tau86,121,22,35,1.0,0.86,132.38,91.20,217.05,74.41,359.69,1.21,1.21,0.42,0.28,0.32,0.27,1.21,0.68,1.21,0.53,0.18933332,5,1.000000
BO,20260607,28,3,6,bo_r28_003_tl64_dt164_ge46_qr100_tau89,64,164,46,1.0,0.89,320.82,91.20,217.05,74.41,359.69,1.19,1.19,0.34,0.23,0.28,0.24,1.19,0.64,1.19,0.49,0.17044290,5,0.981287
BO,20260607,28,4,6,bo_r28_004_tl92_dt104_ge48_qr71_tau88,92,104,48,0.71,0.88,265.35,91.20,217.05,74.41,359.69,1.17,1.17,0.37,0.25,0.29,0.25,1.17,0.62,1.17,0.49,0.16087313,5,0.971941
BO,20260607,28,5,6,bo_r28_005_tl100_dt129_ge44_qr76_tau87,100,129,44,0.76,0.87,233.62,91.20,217.05,74.41,359.69,1.17,1.17,0.37,0.25,0.29,0.25,1.17,0.62,1.17,0.49,0.15599945,5,0.967216
BO,20260607,28,6,6,bo_r28_006_tl97_dt178_ge45_qr79_tau87,97,178,45,0.79,0.87,238.68,91.20,217.05,74.41,359.69,1.16,1.16,0.36,0.24,0.29,0.24,1.16,0.61,1.16,0.49,0.14787246,5,0.959387
BO,20260607,29,1,6,bo_r29_001_tl60_dt79_ge44_qr97_tau90,60,79,44,0.97,0.9,271.09,91.20,217.74,75.97,359.51,1.14,1.14,0.32,0.22,0.27,0.23,1.14,0.62,1.14,0.47,0.12786999,5,0.994263
BO,20260607,29,2,6,bo_r29_002_tl87_dt11_ge40_qr91_tau87,87,11,40,0.91,0.87,155.03,91.20,217.74,75.97,359.51,1.14,1.14,0.35,0.24,0.28,0.24,1.14,0.61,1.14,0.48,0.13262946,5,0.999007
BO,20260607,29,3,6,bo_r29_003_tl105_dt171_ge41_qr94_tau90,105,171,41,0.94,0.9,226.98,91.20,217.74,75.97,359.51,1.14,1.14,0.37,0.25,0.29,0.25,1.14,0.63,1.14,0.49,0.13362339,5,1.000000
BO,20260607,29,4,6,bo_r29_004_tl118_dt130_ge45_qr92_tau88,118,130,45,0.92,0.88,238.68,91.20,217.74,75.97,359.51,1.14,1.14,0.39,0.26,0.30,0.26,1.14,0.64,1.14,0.50,0.13362339,5,1.000000
BO,20260607,29,5,6,bo_r29_005_tl108_dt145_ge42_qr80_tau88,108,145,42,0.8,0.88,263.49,91.20,217.74,75.97,359.51,1.13,1.13,0.36,0.24,0.28,0.24,1.13,0.60,1.13,0.48,0.12457024,5,0.990988
BO,20260607,29,6,6,bo_r29_006_tl80_dt119_ge40_qr90_tau89,80,119,40,0.9,0.89,304.08,91.20,217.74,75.97,359.51,1.12,1.12,0.33,0.23,0.27,0.23,1.12,0.60,1.12,0.46,0.11101314,5,0.977643
BO,20260607,30,1,6,bo_r30_001_tl64_dt68_ge48_qr95_tau89,64,68,48,0.95,0.89,183.42,91.20,218.62,77.99,359.24,1.06,1.06,0.30,0.21,0.25,0.22,1.06,0.58,1.06,0.44,0.05932497,5,1.000000
BO,20260607,30,2,6,bo_r30_002_tl72_dt138_ge50_qr96_tau88,72,138,50,0.96,0.88,371.64,91.20,218.62,77.99,359.24,1.06,1.06,0.31,0.21,0.25,0.22,1.06,0.57,1.06,0.44,0.05385759,5,0.994548
BO,20260607,30,3,6,bo_r30_003_tl110_dt17_ge37_qr95_tau89,110,17,37,0.95,0.89,152.20,91.20,218.62,77.99,359.24,1.06,1.06,0.36,0.24,0.28,0.24,1.06,0.60,1.06,0.46,0.05932497,5,1.000000
BO,20260607,30,4,6,bo_r30_004_tl113_dt18_ge28_qr94_tau90,113,18,28,0.94,0.9,169.59,91.20,218.62,77.99,359.24,1.06,1.06,0.35,0.24,0.28,0.24,1.06,0.59,1.06,0.46,0.05932497,5,1.000000
BO,20260607,30,5,6,bo_r30_005_tl121_dt199_ge48_qr93_tau83,121,199,48,0.93,0.83,283.59,91.20,218.62,77.99,359.24,1.06,1.06,0.35,0.23,0.27,0.23,1.06,0.55,1.06,0.45,0.05425806,5,0.994946
BO,20260607,30,6,6,bo_r30_006_tl113_dt73_ge40_qr74_tau87,113,73,40,0.74,0.87,248.45,91.20,218.62,77.99,359.24,1.05,1.05,0.34,0.23,0.27,0.22,1.05,0.55,1.05,0.44,0.04621648,5,0.986977
BO,20260607,31,1,6,bo_r31_001_tl97_dt60_ge38_qr79_tau90,97,60,38,0.79,0.9,255.63,91.20,219.16,78.10,360.21,1.06,1.06,0.33,0.22,0.26,0.22,1.06,0.57,1.06,0.44,0.05704762,5,1.000000
BO,20260607,31,2,6,bo_r31_002_tl102_dt71_ge49_qr93_tau83,102,71,49,0.93,0.83,223.93,91.20,219.16,78.10,360.21,1.06,1.06,0.34,0.23,0.27,0.23,1.06,0.56,1.06,0.45,0.05624730,5,0.999200
BO,20260607,31,3,6,bo_r31_003_tl118_dt28_ge39_qr94_tau89,118,28,39,0.94,0.89,140.42,91.20,219.16,78.10,360.21,1.06,1.06,0.37,0.25,0.28,0.24,1.06,0.61,1.06,0.47,0.05704762,5,1.000000
BO,20260607,31,4,6,bo_r31_004_tl120_dt6_ge45_qr91_tau83,120,6,45,0.91,0.83,174.03,91.20,219.16,78.10,360.21,1.06,1.06,0.36,0.24,0.28,0.24,1.06,0.58,1.06,0.46,0.05704762,5,1.000000
BO,20260607,31,5,6,bo_r31_005_tl94_dt165_ge43_qr94_tau87,94,165,43,0.94,0.87,255.43,91.20,219.16,78.10,360.21,1.05,1.05,0.32,0.22,0.26,0.22,1.05,0.56,1.05,0.44,0.04408861,5,0.987125
BO,20260607,31,6,6,bo_r31_006_tl107_dt52_ge36_qr74_tau89,107,52,36,0.74,0.89,226.69,91.20,219.16,78.10,360.21,1.05,1.05,0.34,0.22,0.26,0.22,1.05,0.56,1.05,0.44,0.04812846,5,0.991120
BO,20260607,32,1,6,bo_r32_001_tl77_dt1_ge42_qr95_tau88,77,1,42,0.95,0.88,1000008.14,91.20,218.95,79.38,358.52,1.01,1.01,0.30,0.21,0.25,0.21,1.01,0.55,1.01,0.42,0.00643762,5,1.000000
BO,20260607,32,2,6,bo_r32_002_tl106_dt209_ge46_qr100_tau86,106,209,46,1.0,0.86,320.82,91.20,218.95,79.38,358.52,1.01,1.01,0.32,0.21,0.25,0.22,1.01,0.54,1.01,0.43,0.00643762,5,1.000000
BO,20260607,32,3,6,bo_r32_003_tl117_dt120_ge49_qr76_tau88,117,120,49,0.76,0.88,282.57,91.20,218.95,79.38,358.52,1.01,1.01,0.34,0.23,0.26,0.22,1.01,0.55,1.01,0.43,0.00643762,5,1.000000
BO,20260607,32,4,6,bo_r32_004_tl120_dt143_ge27_qr95_tau89,120,143,27,0.95,0.89,209.70,91.20,218.95,79.38,358.52,1.01,1.01,0.33,0.22,0.26,0.22,1.01,0.54,1.01,0.43,0.00643762,5,1.000000
BO,20260607,32,5,6,bo_r32_005_tl115_dt91_ge13_qr97_tau90,115,91,13,0.97,0.9,266.40,91.20,218.95,79.38,358.52,0.99,0.99,0.31,0.21,0.25,0.21,0.99,0.53,0.99,0.42,-0.00754409,5,0.986116
BO,20260607,32,6,6,bo_r32_006_tl115_dt222_ge48_qr96_tau83,115,222,48,0.96,0.83,283.59,91.20,218.95,79.38,358.52,0.99,0.99,0.32,0.21,0.25,0.21,0.99,0.52,0.99,0.42,-0.00809950,5,0.985568
BO,20260607,33,1,6,bo_r33_001_tl90_dt21_ge50_qr91_tau86,90,21,50,0.91,0.86,138.63,91.20,5427.58,-135624.59,146479.75,25783.62,25783.62,8204.11,5508.98,6515.45,5588.14,25783.62,14168.22,25783.62,10961.42,10.15749458,5,1.000000
BO,20260607,33,2,6,bo_r33_002_tl105_dt209_ge42_qr96_tau90,105,209,42,0.96,0.9,263.49,91.20,5427.58,-135624.59,146479.75,25783.62,25783.62,8273.10,5553.22,6557.93,5628.86,25783.62,14261.25,25783.62,11009.66,10.15749458,5,1.000000
BO,20260607,33,3,6,bo_r33_003_tl116_dt43_ge49_qr88_tau87,116,43,49,0.88,0.87,223.89,91.20,5427.58,-135624.59,146479.75,25783.62,25783.62,8991.15,5966.92,6906.63,5912.57,25783.62,14645.55,25783.62,11367.74,10.15749458,5,1.000000
BO,20260607,33,4,6,bo_r33_004_tl121_dt101_ge28_qr93_tau89,121,101,28,0.93,0.89,213.49,91.20,5427.58,-135624.59,146479.75,25783.62,25783.62,8533.86,5672.22,6622.09,5638.18,25783.62,14010.37,25783.62,11043.39,10.15749458,5,1.000000
BO,20260607,33,5,6,bo_r33_005_tl70_dt38_ge36_qr97_tau90,70,38,36,0.97,0.9,109.93,91.20,5427.58,-135624.59,146479.75,25696.04,25696.04,7393.36,5060.96,6159.90,5325.07,25696.04,13972.94,25696.04,10601.38,10.15409208,5,0.996603
BO,20260607,33,6,6,bo_r33_006_tl115_dt76_ge22_qr96_tau88,115,76,22,0.96,0.88,338.33,91.20,5427.58,-135624.59,146479.75,25653.71,25653.71,8188.42,5455.85,6419.63,5449.64,25653.71,13608.60,25653.71,10795.97,10.15244332,5,0.994961
BO,20260607,34,1,6,bo_r34_001_tl105_dt68_ge50_qr99_tau88,105,68,50,0.99,0.88,185.22,91.20,5269.61,-133640.01,144179.24,25427.86,25427.86,8678.27,5813.75,6795.53,5870.23,25427.86,14816.76,25427.86,11233.73,10.14360081,5,1.000000
BO,20260607,34,2,6,bo_r34_002_tl117_dt227_ge39_qr96_tau90,117,227,39,0.96,0.9,253.00,91.20,5269.61,-133640.01,144179.24,25427.86,25427.86,8407.15,5610.80,6570.38,5622.87,25427.86,14087.34,25427.86,10954.40,10.14360081,5,1.000000
BO,20260607,34,3,6,bo_r34_003_tl122_dt244_ge36_qr93_tau89,122,244,36,0.93,0.89,270.30,91.20,5269.61,-133640.01,144179.24,25427.86,25427.86,8333.03,5535.96,6470.12,5497.19,25427.86,13646.02,25427.86,10818.36,10.14360081,5,1.000000
BO,20260607,34,4,6,bo_r34_004_tl119_dt134_ge49_qr92_tau82,119,134,49,0.92,0.82,282.57,91.20,5269.61,-133640.01,144179.24,25392.97,25392.97,8472.34,5584.84,6475.01,5458.08,25392.97,13328.29,25392.97,10785.26,10.14222773,5,0.998628
BO,20260607,34,5,6,bo_r34_005_tl94_dt186_ge46_qr81_tau90,94,186,46,0.81,0.9,320.82,91.20,5269.61,-133640.01,144179.24,25251.91,25251.91,7800.75,5240.23,6233.51,5319.70,25251.91,13497.92,25251.91,10557.34,10.13665708,5,0.993080
BO,20260607,34,6,6,bo_r34_006_tl100_dt95_ge48_qr72_tau88,100,95,48,0.72,0.88,243.58,91.20,5269.61,-133640.01,144179.24,25190.70,25190.70,8051.80,5361.93,6309.54,5350.06,25190.70,13345.49,25190.70,10601.59,10.13422999,5,0.990673
BO,20260607,35,1,6,bo_r35_001_tl76_dt2_ge43_qr90_tau88,76,2,43,0.9,0.88,246.99,91.20,5122.25,-131739.40,141983.90,25086.15,25086.15,7480.54,5073.90,6101.51,5247.66,25086.15,13553.52,25086.15,10423.88,10.13007103,5,1.000000
BO,20260607,35,2,6,bo_r35_002_tl121_dt5_ge13_qr95_tau90,121,5,13,0.95,0.9,249.86,91.20,5122.25,-131739.40,141983.90,25086.15,25086.15,8170.59,5441.01,6375.69,5428.90,25086.15,13541.99,25086.15,10674.05,10.13007103,5,1.000000
BO,20260607,35,3,6,bo_r35_003_tl122_dt60_ge32_qr61_tau90,122,60,32,0.61,0.9,227.90,91.20,5122.25,-131739.40,141983.90,24632.50,24632.50,8229.66,5419.18,6292.65,5284.66,24632.50,12875.33,24632.50,10455.66,10.11182192,5,0.981916
BO,20260607,35,4,6,bo_r35_004_tl97_dt65_ge24_qr97_tau88,97,65,24,0.97,0.88,186.95,91.20,5122.25,-131739.40,141983.90,24470.01,24470.01,7495.32,5041.86,6027.56,5131.80,24470.01,13054.36,24470.01,10203.49,10.10520373,5,0.975439
BO,20260607,35,5,6,bo_r35_005_tl107_dt84_ge24_qr95_tau87,107,84,24,0.95,0.87,210.56,91.20,5122.25,-131739.40,141983.90,24383.63,24383.63,7680.18,5128.88,6078.38,5146.41,24383.63,12909.86,24383.63,10221.22,10.10166734,5,0.971996
BO,20260607,35,6,6,bo_r35_006_tl76_dt35_ge35_qr92_tau88,76,35,35,0.92,0.88,107.32,91.20,5122.25,-131739.40,141983.90,24348.70,24348.70,7177.71,4875.47,5906.52,5056.12,24348.70,13091.92,24348.70,10076.07,10.10023357,5,0.970603
BO,20260607,36,1,6,bo_r36_001_tl101_dt210_ge46_qr100_tau88,101,210,46,1.0,0.88,320.82,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,7864.55,5282.38,6250.18,5361.07,24758.93,13599.40,24758.93,10519.42,10.11694149,5,1.000000
BO,20260607,36,2,6,bo_r36_002_tl110_dt109_ge45_qr84_tau90,110,109,45,0.84,0.9,182.46,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,8294.30,5532.74,6464.40,5539.15,24758.93,13863.91,24758.93,10742.24,10.11694149,5,1.000000
BO,20260607,36,3,6,bo_r36_003_tl112_dt10_ge28_qr87_tau90,112,10,28,0.87,0.9,155.59,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,8125.18,5420.03,6351.73,5426.51,24758.93,13582.46,24758.93,10610.80,10.11694149,5,1.000000
BO,20260607,36,4,6,bo_r36_004_tl112_dt96_ge42_qr93_tau90,112,96,42,0.93,0.9,180.76,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,8407.34,5618.35,6560.26,5645.25,24758.93,14180.39,24758.93,10861.75,10.11694149,5,1.000000
BO,20260607,36,5,6,bo_r36_005_tl118_dt26_ge36_qr97_tau83,118,26,36,0.97,0.83,133.46,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,8213.61,5432.04,6316.79,5344.63,24758.93,13143.06,24758.93,10534.84,10.11694149,5,1.000000
BO,20260607,36,6,6,bo_r36_006_tl118_dt49_ge30_qr98_tau85,118,49,30,0.98,0.85,183.03,91.20,4981.75,-129920.12,139883.62,24758.93,24758.93,8108.45,5377.56,6277.94,5321.41,24758.93,13163.14,24758.93,10501.24,10.11694149,5,1.000000
BO,20260607,37,1,6,bo_r37_001_tl66_dt124_ge49_qr98_tau89,66,124,49,0.98,0.89,282.57,91.20,4848.72,-128175.26,137872.71,24444.67,24444.67,7015.07,4806.73,5853.43,5066.77,24444.67,13317.03,24444.67,10083.95,10.10416729,5,1.000000
BO,20260607,37,2,6,bo_r37_002_tl95_dt94_ge41_qr96_tau90,95,94,41,0.96,0.9,132.44,91.20,4848.72,-128175.26,137872.71,24444.67,24444.67,7784.57,5250.61,6228.19,5372.42,24444.67,13735.55,24444.67,10469.33,10.10416729,5,1.000000
BO,20260607,37,3,6,bo_r37_003_tl102_dt8_ge30_qr98_tau88,102,8,30,0.98,0.88,164.63,91.20,4848.72,-128175.26,137872.71,24444.67,24444.67,7788.49,5225.31,6174.96,5291.27,24444.67,13393.07,24444.67,10386.29,10.10416729,5,1.000000
BO,20260607,37,4,6,bo_r37_004_tl109_dt46_ge36_qr94_tau89,109,46,36,0.94,0.89,164.33,91.20,4848.72,-128175.26,137872.71,24444.67,24444.67,8103.32,5417.82,6350.09,5449.02,24444.67,13700.55,24444.67,10577.58,10.10416729,5,1.000000
BO,20260607,37,5,6,bo_r37_005_tl115_dt102_ge43_qr92_tau89,115,102,43,0.92,0.89,183.55,91.20,4848.72,-128175.26,137872.71,24444.67,24444.67,8337.25,5555.38,6469.27,5549.80,24444.67,13860.57,24444.67,10702.82,10.10416729,5,1.000000
BO,20260607,37,6,6,bo_r37_006_tl91_dt74_ge35_qr92_tau89,91,74,35,0.92,0.89,227.79,91.20,4848.72,-128175.26,137872.71,24379.67,24379.67,7423.43,5006.27,5980.27,5120.92,24379.67,13088.91,24379.67,10166.58,10.10150473,5,0.997341
BO,20260607,38,1,6,bo_r38_001_tl93_dt72_ge44_qr100_tau85,93,72,44,1.0,0.85,256.04,91.20,4722.88,-126499.51,135945.28,24142.36,24142.36,7521.25,5051.95,5995.07,5127.52,24142.36,13007.72,24142.36,10140.98,10.09172321,5,1.000000
BO,20260607,38,2,6,bo_r38_002_tl104_dt92_ge40_qr98_tau86,104,92,40,0.98,0.86,283.07,91.20,4722.88,-126499.51,135945.28,24142.36,24142.36,7727.35,5165.61,6084.99,5193.70,24142.36,13054.47,24142.36,10228.08,10.09172321,5,1.000000
BO,20260607,38,3,6,bo_r38_003_tl105_dt40_ge40_qr74_tau89,105,40,40,0.74,0.89,112.04,91.20,4722.88,-126499.51,135945.28,24142.36,24142.36,7777.44,5177.07,6074.51,5161.28,24142.36,12863.74,24142.36,10199.40,10.09172321,5,1.000000
BO,20260607,38,4,6,bo_r38_004_tl111_dt48_ge46_qr81_tau86,111,48,46,0.81,0.86,226.08,91.20,4722.88,-126499.51,135945.28,24142.36,24142.36,8024.20,5317.98,6191.83,5255.01,24142.36,12980.09,24142.36,10318.58,10.09172321,5,1.000000
BO,20260607,38,5,6,bo_r38_005_tl111_dt44_ge28_qr96_tau85,111,44,28,0.96,0.85,124.14,91.20,4722.88,-126499.51,135945.28,23732.39,23732.39,7621.92,5067.90,5959.86,5041.14,23732.39,12535.95,23732.39,9993.19,10.07459623,5,0.983019
BO,20260607,38,6,6,bo_r38_006_tl114_dt217_ge26_qr90_tau90,114,217,26,0.9,0.9,197.95,91.20,4722.88,-126499.51,135945.28,23569.18,23569.18,7461.29,4977.38,5885.91,4983.76,23569.18,12475.37,23569.18,9892.15,10.06769503,5,0.976258
