method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
BO,20260607,2,5,6,bo_r02_005_tl75_dt123_ge26_qr40_tau78,75,123,26,0.4,0.78,1041.92,312.23,975.58,596.16,0.00,PASS,,recovery_timeout,True,False,0,771,1,95,824.34,532.29,1116.39,,,,,,,,,,,,,,,,,,975.58,,,
BO,20260607,2,6,6,bo_r02_006_tl108_dt47_ge23_qr15_tau70,108,47,23,0.15,0.7,0.00,493.75,1000044.89,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2035,1,26,818.28,526.35,1110.20,,,,,,,,,,,,,,,,,,44.89,,,
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,0.00,499.84,1000045.44,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2857,1,46,611.75,442.28,781.22,,,,,,,,,,,,,,,,,,45.44,,,
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,0.00,494.92,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1338,1,20,980.17,857.94,1102.40,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,3,3,6,bo_r03_003_tl1_dt76_ge49_qr33_tau80,1,76,49,0.33,0.8,0.00,482.64,1000043.88,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1649,1,20,903.84,679.44,1128.24,,,,,,,,,,,,,,,,,,43.88,,,
BO,20260607,3,4,6,bo_r03_004_tl27_dt38_ge13_qr63_tau70,27,38,13,0.63,0.7,0.00,497.85,1000045.26,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2312,1,31,729.33,582.53,876.12,,,,,,,,,,,,,,,,,,45.26,,,
BO,20260607,3,5,6,bo_r03_005_tl65_dt18_ge27_qr88_tau89,65,18,27,0.88,0.89,0.00,490.54,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3608,1,14,973.83,859.93,1087.73,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,3,6,6,bo_r03_006_tl40_dt213_ge31_qr40_tau70,40,213,31,0.4,0.7,1093.92,319.04,1023.48,596.16,0.00,PASS,,recovery_detected,True,False,0,709,1,89,997.35,893.62,1101.08,,,,,,,,,,,,,,,,,,1023.48,,,
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,0.00,495.25,1000045.02,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,989,1,20,938.12,781.17,1095.07,,,,,,,,,,,,,,,,,,45.02,,,
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,0.00,491.51,1000044.68,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2909,1,19,1002.31,881.04,1123.59,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,4,3,6,bo_r04_003_tl68_dt207_ge1_qr84_tau82,68,207,1,0.84,0.82,636.92,302.67,606.53,596.16,0.00,PASS,,recovery_timeout,True,False,0,1528,1,165,591.20,490.55,691.86,,,,,,,,,,,,,,,,,,606.53,,,
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,708.92,299.64,671.71,596.16,0.00,PASS,,recovery_timeout,True,False,0,719,1,95,754.35,622.52,886.17,,,,,,,,,,,,,,,,,,671.71,,,
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,0.00,483.71,1000043.97,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,506,1,38,863.57,707.38,1019.75,,,,,,,,,,,,,,,,,,43.97,,,
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,0.00,490.46,1000044.59,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3642,0,10,983.55,830.00,1137.10,,,,,,,,,,,,,,,,,,44.59,,,
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,0.00,494.90,1000044.99,596.16,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2284,1,21,1005.00,922.55,1087.45,,,,,,,,,,,,,,,,,,44.99,,,
BO,20260607,5,2,6,bo_r05_002_tl59_dt170_ge9_qr25_tau77,59,170,9,0.25,0.77,614.92,302.46,586.51,586.51,0.00,PASS,,recovery_timeout,True,False,0,896,1,108,639.13,615.15,663.11,,,,,,,,,,,,,,,,,,586.51,,,
BO,20260607,5,3,6,bo_r05_003_tl86_dt37_ge15_qr94_tau90,86,37,15,0.94,0.9,0.00,489.64,1000044.51,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2695,0,30,695.19,581.28,809.10,,,,,,,,,,,,,,,,,,44.51,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,0.00,499.51,1000045.41,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2068,1,16,942.31,802.66,1081.96,,,,,,,,,,,,,,,,,,45.41,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,914.92,294.90,858.55,586.51,0.00,PASS,,recovery_detected,True,False,0,634,0,69,976.65,900.09,1053.21,,,,,,,,,,,,,,,,,,858.55,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,0.00,450.36,1000040.94,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,311,1,54,869.83,793.28,946.38,,,,,,,,,,,,,,,,,,40.94,,,
BO,20260607,6,1,6,bo_r06_001_tl37_dt28_ge3_qr1_tau72,37,28,3,0.01,0.72,0.00,491.51,1000044.68,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2916,1,41,625.99,460.15,791.82,,,,,,,,,,,,,,,,,,44.68,,,
BO,20260607,6,2,6,bo_r06_002_tl102_dt145_ge40_qr25_tau77,102,145,40,0.25,0.77,968.92,301.61,908.26,586.51,0.00,PASS,,recovery_timeout,True,False,0,548,1,74,1035.73,886.74,1184.72,,,,,,,,,,,,,,,,,,908.26,,,
BO,20260607,6,3,6,bo_r06_003_tl11_dt134_ge17_qr24_tau80,11,134,17,0.24,0.8,725.92,297.07,686.93,586.51,0.00,PASS,,recovery_timeout,True,False,0,1382,1,93,755.67,631.49,879.85,,,,,,,,,,,,,,,,,,686.93,,,
BO,20260607,6,4,6,bo_r06_004_tl22_dt213_ge0_qr82_tau77,22,213,0,0.82,0.77,0.00,462.05,1000042.00,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1198,1,107,615.38,544.80,685.96,,,,,,,,,,,,,,,,,,42.00,,,
BO,20260607,6,5,6,bo_r06_005_tl67_dt81_ge39_qr81_tau85,67,81,39,0.81,0.85,995.92,305.87,933.19,586.51,0.00,PASS,,recovery_timeout,True,False,0,817,1,73,916.63,811.61,1021.65,,,,,,,,,,,,,,,,,,933.19,,,
BO,20260607,6,6,6,bo_r06_006_tl17_dt9_ge0_qr89_tau86,17,9,0,0.89,0.86,0.00,467.32,1000042.48,586.51,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,5197,1,24,621.85,463.34,780.37,,,,,,,,,,,,,,,,,,42.48,,,
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,319.92,388.94,326.19,326.19,0.00,PASS,,recovery_timeout,True,False,0,445,1,33,840.97,702.85,979.09,,,,,,,,,,,,,,,,,,326.19,,,
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,0.00,490.36,1000044.58,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,283,1,21,888.24,702.85,1073.62,,,,,,,,,,,,,,,,,,44.58,,,
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,861.92,304.49,811.24,326.19,0.00,PASS,,recovery_timeout,True,False,0,908,1,129,600.75,528.32,673.18,,,,,,,,,,,,,,,,,,811.24,,,
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,0.00,490.94,1000044.63,326.19,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3724,1,10,983.88,859.30,1108.46,,,,,,,,,,,,,,,,,,44.63,,,
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,1458.92,330.33,1356.32,326.19,0.00,PASS,,recovery_detected,True,False,0,769,1,119,985.64,884.70,1086.57,,,,,,,,,,,,,,,,,,1356.32,,,
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,910.92,304.60,855.80,326.19,0.00,PASS,,recovery_detected,True,False,0,929,1,119,676.10,581.16,771.05,,,,,,,,,,,,,,,,,,855.80,,,
